x_term,y_term,correlation,p_value,significance
#0:buchteil:digital:learning,#9:buchteil:digital:lernen,-0.023479589801708584,0.15149241521188495,Nicht signifikant
#0:buchteil:digital:learning,#9:konferenz-paper:digital:lernen,-0.004183013114260434,0.7983443283264264,Nicht signifikant
#0:buchteil:digital:learning,#a:zeitschriftenartikel:online:lernen,-0.008372761256764637,0.6090717204099648,Nicht signifikant
#0:buchteil:digital:learning,#a:buch:online:lernen,-0.0059172600619743585,0.717788110958905,Nicht signifikant
#0:buchteil:digital:learning,#a:buchteil:online:lernen,-0.011853608072036618,0.46905470391526916,Nicht signifikant
#0:buchteil:digital:learning,#a:konferenz-paper:online:lernen,-0.002957440631931681,0.8566545369795656,Nicht signifikant
#0:buchteil:digital:learning,#b:zeitschriftenartikel:online:learning,-0.05884254898826095,0.0003217953227358841,Signifikant
#0:buchteil:digital:learning,#b:buch:online:learning,-0.002957440631931682,0.8566545369795656,Nicht signifikant
#0:buchteil:digital:learning,#b:buchteil:online:learning,-0.02423836748358199,0.1387014252153016,Nicht signifikant
#0:buchteil:digital:learning,#b:konferenz-paper:online:learning,-0.010260006616641282,0.530872081432632,Nicht signifikant
#0:konferenz-paper:digital:learning,#0:zeitschriftenartikel:digital:learning,-0.014669975334958382,0.37022161655947583,Nicht signifikant
#0:konferenz-paper:digital:learning,#0:buch:digital:learning,-0.003485680032047331,0.8314062240516332,Nicht signifikant
#0:konferenz-paper:digital:learning,#0:buchteil:digital:learning,-0.008372761256764644,0.6090717204099648,Nicht signifikant
#0:konferenz-paper:digital:learning,#1:zeitschriftenartikel:learning:management:system,-0.009547759883829058,0.5597791029818602,Nicht signifikant
#0:konferenz-paper:digital:learning,#1:buch:learning:management:system,-0.0010729617208027086,0.947748692185828,Nicht signifikant
#0:konferenz-paper:digital:learning,#1:buchteil:learning:management:system,-0.004823054803862995,0.7683121569329386,Nicht signifikant
#0:konferenz-paper:digital:learning,#1:konferenz-paper:learning:management:system,-0.0022782337094105604,0.8893318333037539,Nicht signifikant
#0:konferenz-paper:digital:learning,#2:zeitschriftenartikel:online:lernplattform,-0.00169718390787677,0.9174388796958188,Nicht signifikant
#0:konferenz-paper:digital:learning,#3:zeitschriftenartikel:online:lernumgebung,-0.0021476510067114083,0.895637669719542,Nicht signifikant
#0:konferenz-paper:digital:learning,#3:buch:online:lernumgebung,-0.0010729617208027088,0.947748692185828,Nicht signifikant
#0:konferenz-paper:digital:learning,#3:buchteil:online:lernumgebung,-0.0015178038808648753,0.9261385564145627,Nicht signifikant
#0:konferenz-paper:digital:learning,#3:konferenz-paper:online:lernumgebung,-0.0010729617208027084,0.947748692185828,Nicht signifikant
#0:konferenz-paper:digital:learning,#4:zeitschriftenartikel:mooc,-0.004823054803862992,0.7683121569329386,Nicht signifikant
#0:konferenz-paper:digital:learning,#4:buch:mooc,-0.001517803880864875,0.9261385564145627,Nicht signifikant
#0:konferenz-paper:digital:learning,#4:buchteil:mooc,-0.0034856800320473293,0.8314062240516332,Nicht signifikant
#0:konferenz-paper:digital:learning,#4:konferenz-paper:mooc,-0.004171244300850256,0.7988995001598282,Nicht signifikant
#0:konferenz-paper:digital:learning,#5:zeitschriftenartikel:e-learning,-0.01006020264083279,0.5389042702214898,Nicht signifikant
#0:konferenz-paper:digital:learning,#5:buch:e-learning,-0.00372785540867458,0.8198871920658,Nicht signifikant
#0:konferenz-paper:digital:learning,#5:buchteil:e-learning,-0.01043086930201587,0.5240518384484812,Nicht signifikant
#0:konferenz-paper:digital:learning,#5:konferenz-paper:e-learning,-0.0016971839078767704,0.9174388796958188,Nicht signifikant
#0:konferenz-paper:digital:learning,#6:zeitschriftenartikel:bildung:technologie,-0.006071822924805683,0.710743952429454,Nicht signifikant
#0:konferenz-paper:digital:learning,#6:buch:bildung:technologie,-0.0036488735903378207,0.8236398111384748,Nicht signifikant
#0:konferenz-paper:digital:learning,#6:buchteil:bildung:technologie,-0.008112769208202388,0.6202342320954365,Nicht signifikant
#0:konferenz-paper:digital:learning,#6:konferenz-paper:bildung:technologie,-0.0026317379492091218,0.8722973221297767,Nicht signifikant
#0:konferenz-paper:digital:learning,#7:zeitschriftenartikel:digital:medien,-0.008262215034936465,0.6138070094243129,Nicht signifikant
#0:konferenz-paper:digital:learning,#7:buch:digital:medien,-0.00967797919270328,0.554437535514536,Nicht signifikant
#0:konferenz-paper:digital:learning,#7:buchteil:digital:medien,-0.03131125554962267,0.05576185351413626,Nicht signifikant
#0:konferenz-paper:digital:learning,#7:konferenz-paper:digital:medien,-0.0021476510067114083,0.895637669719542,Nicht signifikant
#0:konferenz-paper:digital:learning,#8:zeitschriftenartikel:blended:learning,-0.005872706339371627,0.7198231266881373,Nicht signifikant
#0:konferenz-paper:digital:learning,#8:buch:blended:learning,-0.0024017916843377795,0.8833716519520115,Nicht signifikant
#0:konferenz-paper:digital:learning,#8:buchteil:blended:learning,-0.0052891237401073935,0.7466570695664042,Nicht signifikant
#0:konferenz-paper:digital:learning,#8:konferenz-paper:blended:learning,-0.0010729617208027086,0.947748692185828,Nicht signifikant
#0:konferenz-paper:digital:learning,#9:zeitschriftenartikel:digital:lernen,-0.00815035647190214,0.6186149577499149,Nicht signifikant
#0:konferenz-paper:digital:learning,#9:buch:digital:lernen,-0.005119088710411047,0.7545353224547213,Nicht signifikant
#0:konferenz-paper:digital:learning,#9:buchteil:digital:lernen,-0.006022620629970731,0.7129836887500799,Nicht signifikant
#0:konferenz-paper:digital:learning,#9:konferenz-paper:digital:lernen,-0.00107296172080271,0.947748692185828,Nicht signifikant
#0:konferenz-paper:digital:learning,#a:zeitschriftenartikel:online:lernen,-0.002147651006711408,0.895637669719542,Nicht signifikant
#0:konferenz-paper:digital:learning,#a:buch:online:lernen,-0.0015178038808648748,0.9261385564145627,Nicht signifikant
#0:konferenz-paper:digital:learning,#a:buchteil:online:lernen,-0.003040503906462639,0.8526739284929805,Nicht signifikant
